"recorte","unidade","termo_a","termo_b","coocorrencias","associacao_ochiai"
"lei_18","article","design","processos",10,0.648
"lei_18","article","direito","transferencia",10,0.648
"lei_18","article","desenvolvimento","tecnologico",19,0.643
"lei_18","article","empresas","tecnologica",14,0.636
"lei_18","article","desenvolvimento","atividades",21,0.632
"lei_18","article","servicos","processos",11,0.627
"lei_18","article","desenvolvimento","ciencia",19,0.626
"lei_18","article","recursos","apoio",10,0.626
"lei_18","article","design","produtos",10,0.626
"lei_18","article","inovacao","empresas",21,0.621
"lei_18","article","entidades","recursos",11,0.612
"lei_18","article","projeto","apoio",11,0.606
"lei_18","article","recursos","inclusive",9,0.605
"lei_18","article","atividades","processos",11,0.6
"lei_18","article","desenvolvimento","projeto",19,0.597
"lei_18","article","empresas","servicos",13,0.591
"lei_18","article","inovacao","ciencia",19,0.589
"lei_18","article","tecnologia","entidades",17,0.581
"lei_18","article","icts","apoio",9,0.581
"lei_18","article","atividades","apoio",11,0.58
"lei_18","article","apoio","fomento",8,0.573
"lei_18","article","inovacao","entidades",18,0.573
"lei_18","article","inovacao","paran",17,0.572
"lei_18","article","empresas","processos",10,0.57
"lei_18","article","empresas","paran",11,0.569
"lei_18","article","empresas","recursos",11,0.569
"lei_18","article","inovacao","atividades",20,0.566
"lei_18","article","atividades","base",10,0.566
"lei_18","article","desenvolvimento","servicos",18,0.566
"lei_18","article","desenvolvimento","tecnologica",18,0.566
"lei_18","article","atividades","projeto",13,0.566
"lei_18","article","atividades","empresas",13,0.566
"lei_18","article","paran","apoio",9,0.564
"lei_18","article","design","processo",9,0.564
"lei_18","article","atividades","icts",11,0.561
"lei_18","article","tecnologia","transferencia",14,0.558
"lei_18","article","entidades","paran",10,0.556
"lei_18","article","icts","fomento",8,0.555
"lei_18","article","desenvolvimento","icts",15,0.553
"lei_18","article","empresas","produtos",10,0.55
"lei_18","article","paran","icts",9,0.546
"lei_18","article","projeto","empresas",12,0.545
"lei_18","article","tecnologia","direito",15,0.542
"lei_18","article","tecnologia","paran",15,0.542
"lei_18","article","ciencia","paran",10,0.542
"lei_18","article","desenvolvimento","entidades",16,0.541
"lei_18","article","tecnologia","projeto",17,0.54
"lei_18","article","tecnologia","processo",14,0.539
"lei_18","article","inovacao","recursos",16,0.538
"lei_18","article","direito","inclusive",8,0.538
"lei_18","article","projeto","entidades",11,0.538
"lei_18","article","empresas","entidades",11,0.538
"lei_18","article","desenvolvimento","empresas",17,0.534
"lei_18","article","apoio","privado",8,0.533
"lei_18","article","tecnologico","apoio",9,0.533
"lei_18","article","tecnologico","privado",9,0.533
"lei_18","article","projeto","icts",10,0.533
"lei_18","article","empresas","icts",10,0.533
